,nome,cpf,idade,data,endereco,estado
984,Henry Gomes,239.861.704-13,19,2006-02-09,"viela de machado, 337
são cristóvão
92883378 brito / al",AMAPÁ
985,Benício Silva,359.478.026-00,49,1976-02-18,"setor vinicius nascimento, 6
universo
21481-617 moraes de ribeiro / ms",ESPÍRITO SANTO
986,Theo Macedo,483.250.617-07,44,1981-02-26,"fazenda de vieira
zilah sposito
64211546 abreu dos dourados / al",PERNAMBUCO
987,Ana Clara Cavalcanti,541.023.689-06,26,1999-05-10,"sítio caldeira
mangabeiras
37607-653 mendes / ce",AMAPÁ
988,Guilherme Oliveira,089.613.725-21,44,1981-09-08,"viela de porto, 827
canaa
46388213 souza de costela / ms",MATO GROSSO DO SUL
989,Sr. Nathan Teixeira,298.475.360-74,32,1993-01-24,"campo abreu, 26
vila independencia 1ª seção
58807-549 martins / se",GOIÁS
990,Josué Sá,803.491.562-98,49,1976-04-01,"área de caldeira, 65
estoril
74909299 garcia / rr",PARANÁ
991,Ravi Abreu,184.579.603-93,59,1965-12-27,"feira davi luiz macedo, 40
vila nova cachoeirinha 3ª seção
17185-121 sales / sp",PARÁ
992,Alexia Da Cunha,741.389.056-93,40,1984-12-10,"trecho de souza, 97
conjunto bonsucesso
32580-231 caldeira / to",MARANHÃO
993,Aurora Das Neves,632.845.190-33,57,1967-12-16,"avenida nunes, 64
jardinópolis
13655-966 cavalcanti de vargas / al",SÃO PAULO
994,Maria Farias,321.659.740-70,21,2004-09-04,"setor de camargo, 28
mangueiras
21207-976 albuquerque de melo / df",RONDÔNIA
995,Vitor Hugo Dias,605.179.428-01,33,1992-05-06,"estação montenegro, 8
conjunto califórnia i
52907-146 câmara do sul / se",MARANHÃO
996,Alícia Sales,760.124.598-58,57,1968-02-15,"jardim de pires, 69
esperança
43273103 pimenta de gomes / ma",ESPÍRITO SANTO
997,Antonella Rezende,051.784.639-00,46,1979-04-09,"vale de dias
vila do pombal
96632-976 araújo / rs",PERNAMBUCO
998,Sr. Noah Dias,561.472.930-52,56,1969-05-02,"estação antonella cirino, 95
vila pilar
80274-423 peixoto / ba",AMAZONAS
